Mark,Borowsky,,Novartis Institute for Biomedical Research,,,,"Executive Director, Data Analytics"
Jeffrey,Borowitz,,Giant Oak,,,,Social Scientist
Paul,Bayer,,WSI,,,,Chief Scientist
Terrance,Barker,,HNC Software - Retired,,,,Sr Staff Scientist
David,Bacon,,Science Applications International Corporation,,,,"Director, Center for Atmospheric Physics"
Ting,Mao,,GrabTaxi,,,,Data Scientist
Burton,Kaliski,,Verisign,,,,Senior Vice President and CTO
Erik,Lickerman,,,,,,
Ellie,Graeden,,Gryphon Scientific,,,,Division Director Strategic Systems
Anthony,Harkin,,Rochester Institute of Technology,,,,Math Professor
Paul,Acosta,,MIT Laboratory for Nuclear Science,,,,Computer Services Group Manager
Konstantinos,Arkoudas,,Bloomberg R&D,,,,Senior Computer Scientist
Charles,Jankowski,,Performance Technology Partners,,,,Senior Speech Scientist
Mohibi,Hussain,,MIT,,,,Strategy consultant
Kriti,Jain,,,,,,
Marios,Kagarlis,,"Ventana Systems, Inc",,,,Chief Scientist
Tristan,Jehan,,The Echo Nest,,,,Co-Founder & CEO
Leah,Hutchison,,"Frontier Technology, Inc",,,,Senior Scientist
Janet,Johnston,,US Air Force Foreign Military Sales,,,,Scientist/Engineer
Samuel,Hokin,,IMS / UW-Madison / Carnegie Institution for Science,,,,Senior Developer / Lecturer / Computational Scientist
Jennifer,Healey,,Intel Corporation,,,,Research Scientist
Timothy,Hazen,,Microsoft,,,,Principal Speech Scientist
Thomas,Hess,,University of Texas at Austin,,,,Research Scientist
Kris,Homsi,,Nike,,,,sports performance svcs.
Donna,Hendrix,,,,,,
John,Greene,,"SRA International, Inc.",,,,"Senior Director, Bioinformatics"
Gary,Gibian,,QinetiQ North America - Technology Solutions Group,,,,Sr Scientist
Albert,Galick,,self,,,,self
Tyrone,Smith,,San Bernardino County,,,,Chief Technology Officer
Edward,Sittler,,NASA,,,,Astrophysicist
David,Shupe,,California Inst of Technology,,,,Senior Staff Scientist
Ilya,Shlyakhter,,Broad Institute of MIT and Harvard,,,,Computational Biologist
Timur,Shtatland,,Massachusetts General Hospital,,,,Instructor - bioinformatics
Andrew,Stein,,Novartis Institute for BioMedical Research,,,,Associate Director
Steven,Scott,,Princeton Univ,,,,Research Physicist
Nathan,Siemers,,Bristol-Myers Squibb,,,,"Director R&D, Applied Genomics"
Oded,Shaham,,IBM Research,,,,Research Scientist
David,Schissel,,General Atomics,,,,Principal Scientist&Group Leader
David,Saul,,State Street,,,,Senior Vice President & Chief Scientist
Joseph,Rosenshein,,Ovitz Corporation,,,,Vice President & Chief Technology Officer
Mary,Reppy,,Abacalab Inc,,,,Chief Operations Officer
Margaret,Sano,,Ocean Surveys,,,,Project Scientist
Lamar,Ramos,,Infometrix,,,,Chief Scientist
David,Reiley,,Google,,,,Research Scientist
Jason,Salter,,FivePaths LLC,,,,Partner
Anthony,Polucci,,Veridian,,,,Physicist
"Coelho,",Pint,,Quantlab Financial,,,,Quantitatiive Developer
Daniel,Park,,Broad Institute,,,,Computational Biologist
Stephanie,Orellana,,NineSigma Inc.,,,,"Director, Technology Insights Solutions"
Jorge,Ortiz,,IBM Research,,,,Research Scientist
Robert,Phair,,Integrative Bioinformatics Inc,,,,Chief Science Officer
Benjamin,Olasov,,"University of California, San Francisco",,,,
Divya,Pillai,,Argonne National Laboratory,,,,"Intern, Co-op student in the Schabacker Lab"
Marian,Nodine,,Elastic Knowledge,,,,Chief Scientist
Habib,Najm,,,,,,
Ted,Moore,,American Pacific Corporation,,,,Senior Scientist
Kyle,Murray,,oDesk,,,,Research Intern
Brian,Mickus,,"Gilead Sciences, Inc.",,,,Research Scientist II
Tarjei,Mikkelsen,,Broad Institute,,,,Research Fellow
Samuel,Millington,,Amadeus Data Processing GmBH,,,,System Support Engineer
Vikas,Mehrotra,,Tiger Consulting Group,,,,"President, Consulting Services"
Christopher,Moore,,TrueFit,,,,Chief Analytics Officer
Creve,Maples,,Event Horizon Corporation,,,,CEO
John,Makhoul,,BBN Technologies,,,,Chief Scientist
Lawrence,Lyons,,,,,,
Mark,Lillibridge,,HP,,,,Principal Research Scientist
Matthew,Lockhart,,MIT,,,,Data Analyst
Huai-Min,Zhang,,NOAA National Climatic Data Center,,,,Physical Scientist
David,Zafrilla-Gonzales,,Synergic Partners,,,,COO CIO (Chief Operations & Innovation Officer)
Patrick,Wojdowski,,L3 Communications - Ocean Systems Division,,,,Senior Principal Sytems Engineer
Alexandros,Kyriakides,,ADITESS Ltd,,,,Software Engineer and Research Scientist
Edward,Wilson,,INTELLIzation,,,,Chief Scientist
Gilbert,Leung,,Google,,,,Software Engineer
Steven,Weiss,,JDA Software,,,,Senior Computer Scientist
Christian,Wachinger,,MIT CSAIL Laboratory,,,,Postdoctoral Associate
Miriam,Krauss,,National Radio Astronomy Observatory,,,,EVLA Commissioning Postdoctoral Fellow
Shivkumar,Venkatasubrahmanyam,,Amgen Inc.,,,,Bioinformatics Scientist
Leonardo,Urbina,,Hubspot,,,,Senior Software Engineering
Aaron,Ucko,,National Library of Medicine,,,,Staff Scientist
Marcelo,Torres,,Akamai Technologies,,,,Research Scientist
George,Thompson,,Northrop Grumman,,,,RETIRED Senior Scientist
Douglas,Stewart,,Climatological Consulting Corporation,,,,Consulting Meteorologist
Martin,Szummer,,University of Cambridge,,,,Senior Researcher
Lloyd,Treinish,,IBM International Business Machines Corporation,,,,Distinguished Engineer
Sandeep,Tiwari,,Oracle America Inc.,,,,Scientist
Martin,Kohn,,Sentrian Remote Patient Intelligence,,,,Chief Medical Scientist
Deirdre,Kittner,,"Pinney Associates, Inc.",,,,Senior Scientist
David,Kieda,,Univesity of Utah,,,,"Dean, The Graduate School and Professor"
Joseph,Kaye,,Yahoo,,,,Senior Research Scientist
Brian,Keegan,,Harvard Business School,,,,Research Associate
Michael,Gaidis,,HGST/Western Digital,,,,Technologist
Stephen,Kent,,Raytheon BBN Technologies,,,,Chief Scientist - Emeritus
Roy,Kamimura,,Intrexon,,,,Senior manager
Manolis,Kamvysselis,,MIT,,,,Professor
Thomas,Furnas,,Molecular Data Corporation,,,,President
Douglas,Foxvog,,Enterra Solutions,,,,
Heidi,Fox,,"HERE, a Nokia business",,,,Principal Software Engineer
Douglas,Fenger,,Dart NeuroScience,,,,Scientist
Patricia,Engel,,Eastern Research Group,,,,Environmental Scientist
Daniel,Feldman,,Lawrence Berkeley National Laboratory,,,,Geological Project Scientist
Jerome,Edwards,,Cameron-Cole LLC,,,,President & Co-Founder
Roger,Edson,,NOAA/National Weather Service,,,,Science and Operations Officer
Christopher,Fischer,,Pellion Technologies,,,,Senior Scientist
Harry,Feldman,,Computer Sciences Corporation,,,,Senior Computer Scientist
Anna,Folinsky,,HERE,,,,
Jason,Diffendal,,Pfizer,,,,Manager
Tommy,Ebe,,Chemical Abstracts Service,,,,"Senior Scientist, Retired"
Vishal,Doshi,,,,,,
Philippe,Cudre-Mauroux,,University of Fribourg,,,,Professor
Bruce,Daniels,,Univ California Santa Cruz,,,,Hydroclimatology Research
William,DelHagen,,Self,,,,
Mavis,Driscoll,,Booz Allen Hamilton,,,,Lead Scientist
Marc,Davis,,Invention Arts,,,,Chief Scientist and Co-Founder
Michele,Covell,,Google Inc.,,,,Research Scientist
Larry,Constantine,,Constantine & Lockwood,,,,Chief Scientist
Christiane,Collins,,Astellas Pharma Europe,,,,
Norman,Clerman,,Global Data Consultants,,,,Computer Scientist
Thomas,Clune,,NASA,,,,Senior Computational Scientist
Hai,Chen,,"Laboratory for Nuclear Science, MIT",,,,Research Assistant
Robert,Chen,,Columbia University,,,,Senior Research Scientist
Steven,Carlson,,Second Chance Energy Solutions,,,,Property Management
Joseph,Camacho,,NumerEx,,,,Staff Scientist
Julie,Cohen,,Weill Cornell Medical College,,,,Research Lab Tech II
Kevin,Chu,,Serendipity Research,,,,Founder/Senior Research Scientist
Charles,Cadieu,,MIT,,,,Postdoc
Lawrence,Bush,,,,,,
George,Lan,,Elsevier,,,,Analytic Product Manager
Ming,Zheng,,QuantGroup,,,,Data Scientist
Murtaza,Zafer,,Nyansa Inc.,,,,Data Scientist
Mehmet,Yunt,,Collective Media,,,,Senior Data Scientist
Mark,Burstein,,Sift,,,,Principal Scientist
Brian,Wilt,,Jawbone,,,,Senior Data Scientist
Mona,Vernon,,Thomson Reuters,,,,"VP, Data Innovation Lab"
Jonathan,Werberg,,Office of the Attorney General,,,,Data Scientist
Mark,Wang,,Employee Stock Option (ESO) Fund,,,,Chief Data Scientist
Emily,Wang,,Uber Technologies,,,,Data Scientist
Daniel,Tunkelang,,LinkedIn,,,,Principal Data Scientist
Diyang,Tang,,Twitter Inc,,,,Data Scientist
Sonia,Timberlake,,AbVitro Inc,,,,Senior Data Scientist
James,Thornbrue,,UCSD,,,,Data Scientist
Peter,Swartz,,Panjiva,,,,Data Scientist
Annette,Taberner,,RetailMeNot,,,,Data Scientist
Douglas,Twisselmann,,Netflix,,,,Senior Data Scientist
Victor,Vazquez,,Airbnb,,,,Data Scientist
Christine,Sowa,,Wayfair,,,,Data Scientist
David,Shera,,AmeriHealth Caritas Family of Companies,,,,Data Scientist
Lucas,Schiefelbein,,SumZero,,,,Data Scientist
Suresh,Segaran,,Metaweb,,,,Senior Data Scientist
Christopher,Schuch,,Kyruus,,,,Data Scientist
Jennifer,Seto,,Bloomberg,,,,Data Scientist
Peter,Skomoroch,,Data Collective,,,,Principal Data Scientist
Karen,Sittig,,Twitter Inc,,,,Data Scientist
Sepehr,Sarmadi,,Shutterstock Inc,,,,Data Scientist
Alexandre,Sahyoun,,Oracle,,,,Data Scientist
Richard,LaPointe,,Facebook,,,,Data Scientist
Varun,Ramanujam,,"Facebook, Inc.",,,,Data Scientist
Jonathan,Rameseder,,Apple Inc.,,,,Data Scientist
Francis,Lam,,Aetion,,,,Principal Data Scientist
John,Lakness,,,,,,Data Scientist
Mauricio,Roman,,Loggly,,,,Data Scientist
Sharon,Rapoport,,Plaid Technologies Inc.,,,,Data Scientist
Bharath,Krishnan,,CQuotient,,,,Principal Data Scientist
Benjamin,Joseph,,"Hello, Inc",,,,Data Scientist
Aubrey,Jaffer,,Digilent,,,,Data Scientist
Alexander,Hasha,,Capital One,,,,Applied Data Scientist
Anh,Huynh,,AdHarmonics,,,,Data Scientist
Jedidiah,Horne,,Uber,,,,Data Scientist
Justin,Hemann,,Causata,,,,Principal Data Scientist
Thomas,Kollar,,Apple Inc,,,,Data Scientist
Nathan,Janos,,OpenMail,,,,Principal Data Scientist
Brian,Harms,,Akamai Technologies,,,,Principal Data Scientist
Scott,Golder,,Context Relevant,,,,Data Scientist and Staff Sociologist
Miaoqing,Fang,,Facebook,,,,Data Scientist
Ronald,Focia,,"Aspire Ventures, LLC.",,,,Data Scientist
Claudia,Gold,,ClassDojo,,,,Data Scientist
David,Forney,,SmartDrive,,,,Data Scientist/Sr. Statistical Programmer
first_name,last_name,home_address,company,mit_grad_year,work_address,email,job_title
Alan,Ratner,,Retired Knowledge Engineer/Data Scientist,,,,Part-time community college math/physics tutor
Daizhuo,Chen,,Dstillery,,,,Data Scientist
Matthew,Bruchon,,Booz Allen Hamilton,,,,Data Scientist
Brock,Bose,,Accenture,,,,Technology Consultant & Data Scientist
Dean,Cerrato,,PatientsLikeMe,,,,Data Scientist
Thomas,Alcorn,,Adharmonics,,,,Data Scientist
Susan,Buchman,,Alcoa Inc.,,,,Senior Data Scientist
Brian,Cass,,White Ops,,,,Data Scientist
David,Bermejo,,Packback Books,,,,Marketing Analyst and Data Scientist
Job,Evers,,Udacity,,,,Data Scientist
Katie,Everett,,Twitter Inc,,,,Data Scientist
Esosa,Amayo,,Apple Inc,,,,Data Scientist
Christopher,Cunningham,,HealthSense,,,,Data Scientist
Edoardo,Conti,,Uber,,,,Data Scientist
Sharon,Chou,,"FirstFuel Software, Inc.",,,,Data Scientist
Miaoqing,Fang,,Facebook,,,,Data Scientist
Arvind,Prabhakar,,AT&T,,,,Senior Data Scientist
Nargiss,Mouatta,,Spartz,,,,Jr. Data Scientist
Thomas,Moyer,,Humetica,,,,data scientist
Luc,Mehl,,Axiom Data Science,,,,Environmental Data Scientist
Marlene,Moyer,,International Business Machines Corporat,,,,Data Scientist
Wojciech,Musial,,Quid,,,,Data Scientist
Jeffrey,Marcus,,Kayak,,,,Senior Data Scientist
Ian,Murray,,Humin,,,,Data Scientist
Joseph,Marr,,SYNTASAâ¢,,,,Senior Principal Data Scientist
Christopher,Luhrs,,Facebook,,,,Data Scientist
Walter,Linde-Zwirble,,Trexin Consulting Inc,,,,"Chief Data Scientist, Health Economics"
Ting,Mao,,GrabTaxi,,,,Data Scientist
Jonathan,Rameseder,,Apple Inc.,,,,Data Scientist
David,Lepzelter,,IgnitionOne,,,,Data Scientist
Uri,Laserson,,Cloudera,,,,Data scientist
Jialing,Li,,Microsoft Corporation,,,,Data Scientist
Maokai,Lin,,Smarking Inc,,,,Data Scientist
Ranee,Brylinski,,Brylinski Research,,,,"Co-Founder, Chief Scientist, Co-CEO"
Michelle,Bonugli,,CACI International,,,,Senior IT Scientist
Keith,Bonawitz,,,,,,
Robert,Bieri,,SAIC Science Applications International Corporation,,,,Senior Engineer
Frank,Bentley,,Yahoo!,,,,Principal Research Scientist
Mark,Borowsky,,Novartis Institute for Biomedical Research,,,,"Executive Director, Data Analytics"
Jeffrey,Borowitz,,Giant Oak,,,,Social Scientist
Paul,Bayer,,WSI,,,,Chief Scientist
Richard,Alexander,,Self Employed,,,,
Terrance,Barker,,HNC Software - Retired,,,,Sr Staff Scientist
Paul,Acosta,,MIT Laboratory for Nuclear Science,,,,Computer Services Group Manager
David,Bacon,,Science Applications International Corporation,,,,"Director, Center for Atmospheric Physics"
Burton,Kaliski,,Verisign,,,,Senior Vice President and CTO
Erik,Lickerman,,,,,,
Konstantinos,Arkoudas,,Bloomberg R&D,,,,Senior Computer Scientist
Anthony,Harkin,,Rochester Institute of Technology,,,,Math Professor
Ellie,Graeden,,Gryphon Scientific,,,,Division Director Strategic Systems
Thomas,Hess,,University of Texas at Austin,,,,Research Scientist
Janet,Johnston,,US Air Force Foreign Military Sales,,,,Scientist/Engineer
Tristan,Jehan,,The Echo Nest,,,,Co-Founder & CEO
Kriti,Jain,,,,,,
Charles,Jankowski,,Performance Technology Partners,,,,Senior Speech Scientist
Leah,Hutchison,,"Frontier Technology, Inc",,,,Senior Scientist
Marios,Kagarlis,,"Ventana Systems, Inc",,,,Chief Scientist
Mohibi,Hussain,,MIT,,,,Strategy consultant
Samuel,Hokin,,IMS / UW-Madison / Carnegie Institution for Science,,,,Senior Developer / Lecturer / Computational Scientist
Kris,Homsi,,Nike,,,,sports performance svcs.
Jennifer,Healey,,Intel Corporation,,,,Research Scientist
John,Greene,,"SRA International, Inc.",,,,"Senior Director, Bioinformatics"
Donna,Hendrix,,,,,,
Gary,Gibian,,QinetiQ North America - Technology Solutions Group,,,,Sr Scientist
Timothy,Hazen,,Microsoft,,,,Principal Speech Scientist
Thomas,Furnas,,Molecular Data Corporation,,,,President
Albert,Galick,,self,,,,self
Anna,Folinsky,,HERE,,,,
Heidi,Fox,,"HERE, a Nokia business",,,,Principal Software Engineer
Douglas,Foxvog,,Enterra Solutions,,,,
Christopher,Fischer,,Pellion Technologies,,,,Senior Scientist
Douglas,Fenger,,Dart NeuroScience,,,,Scientist
Harry,Feldman,,Computer Sciences Corporation,,,,Senior Computer Scientist
David,Reiley,,Google,,,,Research Scientist
Michael,Gaidis,,HGST/Western Digital,,,,Technologist
Andrew,Stein,,Novartis Institute for BioMedical Research,,,,Associate Director
Jorge,Ortiz,,IBM Research,,,,Research Scientist
Edward,Sittler,,NASA,,,,Astrophysicist
Tyrone,Smith,,San Bernardino County,,,,Chief Technology Officer
David,Shupe,,California Inst of Technology,,,,Senior Staff Scientist
Ilya,Shlyakhter,,Broad Institute of MIT and Harvard,,,,Computational Biologist
David,Schissel,,General Atomics,,,,Principal Scientist&Group Leader
Oded,Shaham,,IBM Research,,,,Research Scientist
Nathan,Siemers,,Bristol-Myers Squibb,,,,"Director R&D, Applied Genomics"
Margaret,Sano,,Ocean Surveys,,,,Project Scientist
David,Saul,,State Street,,,,Senior Vice President & Chief Scientist
Steven,Scott,,Princeton Univ,,,,Research Physicist
Jason,Salter,,FivePaths LLC,,,,Partner
Joseph,Rosenshein,,Ovitz Corporation,,,,Vice President & Chief Technology Officer
Divya,Pillai,,Argonne National Laboratory,,,,"Intern, Co-op student in the Schabacker Lab"
Marcelo,Torres,,Akamai Technologies,,,,Research Scientist
Timur,Shtatland,,Massachusetts General Hospital,,,,Instructor - bioinformatics
Huai-Min,Zhang,,NOAA National Climatic Data Center,,,,Physical Scientist
Lamar,Ramos,,Infometrix,,,,Chief Scientist
Mary,Reppy,,Abacalab Inc,,,,Chief Operations Officer
Anthony,Polucci,,Veridian,,,,Physicist
"Coelho,",Pint,,Quantlab Financial,,,,Quantitatiive Developer
David,Zafrilla-Gonzales,,Synergic Partners,,,,COO CIO (Chief Operations & Innovation Officer)
Patrick,Wojdowski,,L3 Communications - Ocean Systems Division,,,,Senior Principal Sytems Engineer
Shivkumar,Venkatasubrahmanyam,,Amgen Inc.,,,,Bioinformatics Scientist
Aaron,Ucko,,National Library of Medicine,,,,Staff Scientist
Lloyd,Treinish,,IBM International Business Machines Corporation,,,,Distinguished Engineer
Edward,Wilson,,INTELLIzation,,,,Chief Scientist
Sandeep,Tiwari,,Oracle America Inc.,,,,Scientist
George,Thompson,,Northrop Grumman,,,,RETIRED Senior Scientist
Christian,Wachinger,,MIT CSAIL Laboratory,,,,Postdoctoral Associate
Steven,Weiss,,JDA Software,,,,Senior Computer Scientist
Leonardo,Urbina,,Hubspot,,,,Senior Software Engineering
Douglas,Stewart,,Climatological Consulting Corporation,,,,Consulting Meteorologist
Martin,Szummer,,University of Cambridge,,,,Senior Researcher
Robert,Phair,,Integrative Bioinformatics Inc,,,,Chief Science Officer
Daniel,Park,,Broad Institute,,,,Computational Biologist
Stephanie,Orellana,,NineSigma Inc.,,,,"Director, Technology Insights Solutions"
Kyle,Murray,,oDesk,,,,Research Intern
Ted,Moore,,American Pacific Corporation,,,,Senior Scientist
Habib,Najm,,,,,,
Benjamin,Olasov,,"University of California, San Francisco",,,,
Samuel,Millington,,Amadeus Data Processing GmBH,,,,System Support Engineer
Christopher,Moore,,TrueFit,,,,Chief Analytics Officer
Marian,Nodine,,Elastic Knowledge,,,,Chief Scientist
Tarjei,Mikkelsen,,Broad Institute,,,,Research Fellow
Creve,Maples,,Event Horizon Corporation,,,,CEO
Brian,Mickus,,"Gilead Sciences, Inc.",,,,Research Scientist II
Lawrence,Lyons,,,,,,
Matthew,Lockhart,,MIT,,,,Data Analyst
John,Makhoul,,BBN Technologies,,,,Chief Scientist
Mark,Lillibridge,,HP,,,,Principal Research Scientist
Vikas,Mehrotra,,Tiger Consulting Group,,,,"President, Consulting Services"
Miriam,Krauss,,National Radio Astronomy Observatory,,,,EVLA Commissioning Postdoctoral Fellow
Deirdre,Kittner,,"Pinney Associates, Inc.",,,,Senior Scientist
Gilbert,Leung,,Google,,,,Software Engineer
Stephen,Kent,,Raytheon BBN Technologies,,,,Chief Scientist - Emeritus
David,Kieda,,Univesity of Utah,,,,"Dean, The Graduate School and Professor"
Brian,Keegan,,Harvard Business School,,,,Research Associate
Joseph,Kaye,,Yahoo,,,,Senior Research Scientist
Martin,Kohn,,Sentrian Remote Patient Intelligence,,,,Chief Medical Scientist
Alexandros,Kyriakides,,ADITESS Ltd,,,,Software Engineer and Research Scientist
Daniel,Feldman,,Lawrence Berkeley National Laboratory,,,,Geological Project Scientist
Jerome,Edwards,,Cameron-Cole LLC,,,,President & Co-Founder
Roy,Kamimura,,Intrexon,,,,Senior manager
Manolis,Kamvysselis,,MIT,,,,Professor
Roger,Edson,,NOAA/National Weather Service,,,,Science and Operations Officer
Tommy,Ebe,,Chemical Abstracts Service,,,,"Senior Scientist, Retired"
Vishal,Doshi,,,,,,
Mavis,Driscoll,,Booz Allen Hamilton,,,,Lead Scientist
Jason,Diffendal,,Pfizer,,,,Manager
Bruce,Daniels,,Univ California Santa Cruz,,,,Hydroclimatology Research
Marc,Davis,,Invention Arts,,,,Chief Scientist and Co-Founder
William,DelHagen,,Self,,,,
Patricia,Engel,,Eastern Research Group,,,,Environmental Scientist
Michele,Covell,,Google Inc.,,,,Research Scientist
Larry,Constantine,,Constantine & Lockwood,,,,Chief Scientist
Philippe,Cudre-Mauroux,,University of Fribourg,,,,Professor
Julie,Cohen,,Weill Cornell Medical College,,,,Research Lab Tech II
Thomas,Clune,,NASA,,,,Senior Computational Scientist
Kevin,Chu,,Serendipity Research,,,,Founder/Senior Research Scientist
Robert,Chen,,Columbia University,,,,Senior Research Scientist
Christiane,Collins,,Astellas Pharma Europe,,,,
Norman,Clerman,,Global Data Consultants,,,,Computer Scientist
Steven,Carlson,,Second Chance Energy Solutions,,,,Property Management
Hai,Chen,,"Laboratory for Nuclear Science, MIT",,,,Research Assistant
Charles,Cadieu,,MIT,,,,Postdoc
Lawrence,Bush,,,,,,
Ming,Zheng,,QuantGroup,,,,Data Scientist
Mark,Burstein,,Sift,,,,Principal Scientist
Mona,Vernon,,Thomson Reuters,,,,"VP, Data Innovation Lab"
Joseph,Camacho,,NumerEx,,,,Staff Scientist
Murtaza,Zafer,,Nyansa Inc.,,,,Data Scientist
George,Lan,,Elsevier,,,,Analytic Product Manager
Mehmet,Yunt,,Collective Media,,,,Senior Data Scientist
Brian,Wilt,,Jawbone,,,,Senior Data Scientist
Emily,Wang,,Uber Technologies,,,,Data Scientist
Jonathan,Werberg,,Office of the Attorney General,,,,Data Scientist
Mark,Wang,,Employee Stock Option (ESO) Fund,,,,Chief Data Scientist
Daniel,Tunkelang,,LinkedIn,,,,Principal Data Scientist
Sonia,Timberlake,,AbVitro Inc,,,,Senior Data Scientist
Douglas,Twisselmann,,Netflix,,,,Senior Data Scientist
James,Thornbrue,,UCSD,,,,Data Scientist
Diyang,Tang,,Twitter Inc,,,,Data Scientist
Annette,Taberner,,RetailMeNot,,,,Data Scientist
Peter,Swartz,,Panjiva,,,,Data Scientist
Colin,Taylor,,Ginger.io,,,,Software Engineer / Data Scientist
Christine,Sowa,,Wayfair,,,,Data Scientist
Peter,Skomoroch,,Data Collective,,,,Principal Data Scientist
Victor,Vazquez,,Airbnb,,,,Data Scientist
Karen,Sittig,,Twitter Inc,,,,Data Scientist
Jennifer,Seto,,Bloomberg,,,,Data Scientist
Suresh,Segaran,,Metaweb,,,,Senior Data Scientist
Christopher,Schuch,,Kyruus,,,,Data Scientist
Lucas,Schiefelbein,,SumZero,,,,Data Scientist
Alexandre,Sahyoun,,Oracle,,,,Data Scientist
Mauricio,Roman,,Loggly,,,,Data Scientist
David,Shera,,AmeriHealth Caritas Family of Companies,,,,Data Scientist
Varun,Ramanujam,,"Facebook, Inc.",,,,Data Scientist
Sharon,Rapoport,,Plaid Technologies Inc.,,,,Data Scientist
Francis,Lam,,Aetion,,,,Principal Data Scientist
Sepehr,Sarmadi,,Shutterstock Inc,,,,Data Scientist
Jason,Ventrella,,MITRE,,,,Principal Data Scientist
John,Lakness,,,,,,Data Scientist
Bharath,Krishnan,,CQuotient,,,,Principal Data Scientist
Richard,LaPointe,,Facebook,,,,Data Scientist
Benjamin,Joseph,,"Hello, Inc",,,,Data Scientist
Anh,Huynh,,AdHarmonics,,,,Data Scientist
Jedidiah,Horne,,Uber,,,,Data Scientist
Nathan,Janos,,OpenMail,,,,Principal Data Scientist
Aubrey,Jaffer,,Digilent,,,,Data Scientist
Alexander,Hasha,,Capital One,,,,Applied Data Scientist
Brian,Harms,,Akamai Technologies,,,,Principal Data Scientist
Justin,Hemann,,Causata,,,,Principal Data Scientist
Scott,Golder,,Context Relevant,,,,Data Scientist and Staff Sociologist
Claudia,Gold,,ClassDojo,,,,Data Scientist
Ronald,Focia,,"Aspire Ventures, LLC.",,,,Data Scientist
David,Forney,,SmartDrive,,,,Data Scientist/Sr. Statistical Programmer
Christine,Choi,,LinkedIn,,,,Data Scientist
Thomas,Kollar,,Apple Inc,,,,Data Scientist
